date,issues
2015-12-06,2
2015-12-07,2
2015-12-09,4
2015-12-10,1
2015-12-11,1
2015-12-14,6
2015-12-15,2
2015-12-16,3
2015-12-17,1
2015-12-18,1
2015-12-19,1
2015-12-22,2
2015-12-23,3
2015-12-29,2
2015-12-30,2
2016-01-01,1
2016-01-02,1
2016-01-04,1
2016-01-05,2
2016-01-06,1
2016-01-09,1
2016-01-10,1
2016-01-11,2
2016-01-12,2
2016-01-13,1
2016-01-18,1
2016-01-19,1
2016-01-20,3
2016-01-22,2
2016-01-23,1
2016-01-26,1
2016-01-27,3
2016-01-28,1
2016-01-29,3
2016-02-01,1
2016-02-03,1
2016-02-06,1
2016-02-08,2
2016-02-10,1
2016-02-11,2
2016-02-14,2
2016-02-15,1
2016-02-16,2
2016-02-18,2
2016-02-19,1
2016-02-20,2
2016-02-22,1
2016-02-24,3
2016-02-25,1
2016-02-29,3
2016-03-01,3
2016-03-02,2
2016-03-07,2
2016-03-08,2
2016-03-09,1
2016-03-10,1
2016-03-11,1
2016-03-12,1
2016-03-14,2
2016-03-16,2
2016-03-21,1
2016-03-22,2
2016-03-24,2
2016-03-28,1
2016-03-29,2
2016-03-30,3
2016-03-31,3
2016-04-03,1
2016-04-04,1
2016-04-05,2
2016-04-07,1
2016-04-08,3
2016-04-13,3
2016-04-14,1
2016-04-15,2
2016-04-16,1
2016-04-18,1
2016-04-19,2
2016-04-20,3
2016-04-21,2
2016-04-22,2
2016-04-23,1
2016-04-25,1
2016-04-26,1
2016-04-27,1
2016-04-28,1
2016-04-29,1
2016-04-30,3
2016-05-03,1
2016-05-08,1
2016-05-10,2
2016-05-12,1
2016-05-14,1
2016-05-16,1
2016-05-17,2
2016-05-20,2
2016-05-21,1
2016-05-22,1
2016-05-23,2
2016-05-27,1
2016-06-02,1
2016-06-05,1
2016-06-06,1
2016-06-07,1
2016-06-08,1
2016-06-11,1
2016-06-12,1
2016-06-13,2
2016-06-14,3
2016-06-15,5
2016-06-16,4
2016-06-17,2
2016-06-21,2
2016-06-23,1
2016-06-24,1
2016-06-27,6
2016-06-29,4
2016-06-30,7
2016-07-01,3
2016-07-05,6
2016-07-06,2
2016-07-07,2
2016-07-08,2
2016-07-10,1
2016-07-12,3
2016-07-13,4
2016-07-17,1
2016-07-18,3
2016-07-19,3
2016-07-21,2
2016-07-23,2
2016-07-25,3
2016-07-26,2
2016-07-27,2
2016-07-29,1
2016-07-31,2
2016-08-01,3
2016-08-02,1
2016-08-03,2
2016-08-04,2
2016-08-05,2
2016-08-06,1
2016-08-08,1
2016-08-11,3
2016-08-12,1
2016-08-13,1
2016-08-16,1
2016-08-19,1
2016-08-20,2
2016-08-23,1
2016-08-25,1
2016-08-27,1
2016-08-28,1
2016-08-29,2
2016-08-30,2
2016-08-31,1
2016-09-03,1
2016-09-05,2
2016-09-06,3
2016-09-07,2
2016-09-11,1
2016-09-14,1
2016-09-16,1
2016-09-17,1
2016-09-18,1
2016-09-19,2
2016-09-20,2
2016-09-21,2
2016-09-24,1
2016-09-26,1
2016-09-27,1
2016-09-28,3
2016-09-29,1
2016-09-30,2
2016-10-01,1
2016-10-02,1
2016-10-03,1
2016-10-05,1
2016-10-06,4
2016-10-07,1
2016-10-15,1
2016-10-19,2
2016-10-20,1
2016-10-21,1
2016-10-25,1
2016-10-28,1
2016-10-31,1
2016-11-03,1
2016-11-04,1
2016-11-05,1
2016-11-11,1
2016-11-13,1
2016-11-14,1
2016-11-18,2
2016-11-22,1
2016-11-29,2
2016-12-03,1
2016-12-04,1
2016-12-05,3
2016-12-07,1
2016-12-09,1
2016-12-15,1
2016-12-16,1
2016-12-18,1
2016-12-20,1
2016-12-21,2
2016-12-23,1
2016-12-28,1
2016-12-31,1
2017-01-03,1
2017-01-04,2
2017-01-06,1
2017-01-15,1
2017-01-18,2
2017-01-20,2
2017-01-26,2
2017-01-28,1
2017-01-31,1
2017-02-02,3
2017-02-03,1
2017-02-07,1
2017-02-14,1
2017-02-15,1
2017-02-16,1
2017-02-19,1
2017-03-01,1
2017-03-02,1
2017-03-06,1
2017-03-07,3
2017-03-12,1
2017-03-13,1
2017-03-15,2
2017-03-16,3
2017-03-20,1
2017-03-21,1
2017-03-22,2
2017-03-24,1
2017-03-25,1
2017-03-26,1
2017-03-31,1
2017-04-03,1
2017-04-05,1
2017-04-14,2
2017-04-27,1
2017-04-28,1
2017-05-05,1
2017-05-10,3
2017-05-12,1
2017-05-19,1
2017-05-31,1
2017-06-03,1
2017-06-06,1
2017-06-12,1
2017-06-13,1
2017-06-20,1
2017-06-26,1
2017-06-30,1
2017-07-04,1
2017-07-06,2
2017-07-07,1
2017-07-08,1
2017-07-09,1
2017-07-10,1
2017-07-11,2
2017-07-20,4
2017-07-21,2
2017-07-24,1
2017-07-26,1
2017-08-01,2
2017-08-03,1
2017-08-08,1
2017-08-15,1
2017-08-17,1
2017-08-21,2
2017-08-25,1
2017-08-26,1
2017-09-02,1
2017-09-06,2
2017-09-14,1
2017-09-20,1
2017-09-23,1
2017-09-26,2
2017-09-28,1
2017-10-01,2
2017-10-12,1
2017-10-13,1
2017-10-16,2
2017-10-19,1
2017-10-23,1
2017-10-30,1
2017-10-31,1
2017-11-08,1
2017-11-09,2
2017-11-22,2
2017-11-29,1
