date,issues
2018-08-13,1
2018-08-29,1
2018-10-29,1
2018-11-01,1
2018-11-23,1
2018-11-29,1
2018-12-05,1
2018-12-19,1
2019-01-08,1
2019-01-16,1
2019-02-22,1
2019-04-25,2
2019-07-30,1
2019-08-01,3
2019-08-02,1
2019-08-11,1
2019-08-12,2
2019-08-15,1
2019-08-16,1
2019-08-23,1
2019-08-27,1
2019-08-28,1
2019-08-30,1
2019-09-17,1
2019-09-24,1
2019-10-03,1
2019-10-08,2
2019-10-18,1
2019-10-23,1
2019-11-05,1
2019-11-15,1
2019-11-18,1
2019-11-21,1
2019-12-23,1
2020-01-06,1
2020-01-07,1
2020-01-16,1
2020-01-22,3
2020-01-25,1
2020-01-28,1
2020-02-19,1
2020-02-21,1
2020-02-27,1
2020-03-08,2
2020-03-15,2
2020-04-17,1
2020-04-19,1
2020-04-29,1
2020-05-07,1
2020-05-10,1
2020-05-22,1
2020-05-26,1
2020-05-29,2
2020-05-30,1
2020-06-01,1
2020-06-03,1
2020-06-04,2
2020-06-15,1
2020-06-21,1
2020-07-13,1
2020-07-27,2
2020-08-23,1
2020-08-27,1
2020-08-28,2
2020-09-02,1
2020-09-08,1
2020-09-19,1
2020-09-25,2
2020-09-29,1
2020-10-27,1
2020-11-04,1
2020-11-13,1
2020-12-09,1
2020-12-30,1
2021-01-03,1
2021-01-04,1
2021-01-08,1
2021-01-23,1
2021-01-25,1
2021-01-28,1
2021-01-29,2
2021-02-07,1
2021-02-16,1
2021-02-20,1
2021-02-23,1
2021-03-01,1
2021-03-15,2
2021-03-16,1
2021-03-28,1
2021-04-03,1
2021-04-11,1
2021-04-28,1
2021-05-06,1
2021-05-07,1
2021-05-13,1
2021-06-04,1
2021-06-05,1
2021-06-06,1
2021-06-09,1
2021-06-10,1
2021-06-11,1
2021-06-25,1
2021-07-04,1
2021-07-14,1
2021-07-22,1
2021-07-29,1
2021-07-30,1
2021-08-06,1
2021-08-07,1
2021-08-22,1
2021-08-26,2
2021-09-08,1
2021-10-10,1
2021-11-09,1
2021-11-20,2
2021-11-28,1
2021-12-01,1
2021-12-03,1
2022-01-10,1
2022-02-24,1
2022-03-02,1
2022-03-06,1
2022-03-07,1
2022-03-20,1
2022-03-29,1
2022-04-08,1
2022-04-12,1
2022-04-20,1
2022-05-19,1
2022-06-09,1
2022-06-26,1
2022-07-09,1
2022-07-28,1
2022-08-06,1
2022-08-23,1
2022-10-06,2
2022-10-26,1
2022-10-31,1
2022-11-01,1
2022-11-11,1
2022-11-13,1
2022-11-14,1
2022-11-17,1
2022-11-22,1
2022-12-03,1
2022-12-05,1
2022-12-12,1
2022-12-21,1
2023-01-07,1
2023-01-08,1
2023-01-17,1
2023-01-18,1
2023-02-08,1
2023-02-26,1
2023-02-28,1
2023-03-03,1
2023-03-09,1
2023-03-15,1
2023-03-27,1
2023-04-09,1
2023-04-15,1
2023-04-16,1
2023-05-17,1
2023-05-26,1
2023-06-07,2
2023-06-08,2
2023-06-09,5
2023-06-11,4
2023-06-12,4
2023-06-13,1
2023-06-14,1
2023-06-15,3
2023-06-16,1
2023-06-17,3
2023-06-19,3
2023-06-20,2
2023-06-21,1
2023-06-25,2
2023-07-01,1
2023-07-05,1
2023-07-18,1
2023-07-26,1
2023-07-27,1
2023-07-28,2
2023-07-29,1
2023-08-08,2
2023-08-09,1
2023-08-13,1
2023-08-16,1
2023-08-21,2
2023-08-23,2
2023-08-25,1
2023-08-30,1
2023-09-11,1
2023-09-14,1
2023-09-16,1
2023-09-17,1
2023-09-20,1
2023-09-28,1
2023-10-03,1
2023-10-05,2
2023-10-06,2
2023-10-09,2
2023-10-11,2
2023-10-12,1
2023-10-13,1
2023-10-20,1
2023-10-23,1
2023-10-25,2
2023-10-27,1
2023-10-28,1
2023-10-29,1
2023-10-31,1
2023-11-02,1
2023-11-03,1
2023-11-06,1
2023-11-07,2
2023-11-13,1
2023-11-20,1
